position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
31;Tate;aCYsx8_KVy4;2023-01-23T14:09:32Z;2023-01-23 14:09:32;Jimmie Durham's artwork at Tate Modern | Tate;This video takes you behind the scenes, installing a display of works by artist Jimmie Durham at Tate Modern. This footage was filmed in December 2020. Jimmie Durham was born in 1940 in the US. Durham’s art incorporates a range of media and processes such as sculptural assemblage, painting, drawing, collage, printmaking, photography, video, performance and poetry. Many of Durham's include whatever materials were near to hand, and accessible for the artist, including stone, wood and animal bones and hides, alongside car parts, plastic and metal pipe, glass and other detritus of the modern world. In 1994 Durham returned to Europe and remained there for the rest of his life, living and working in several different cities including Dublin, Rome and Berlin. In Europe his work often focused on the deconstruction of national identities and an analysis of the narratives, architecture and monuments relating to them. Durham died in Berlin on 17 November 2021, aged 81.;Tate,Tate Modern,Tate Britain,Tate Liverpool,Tate St Ives,Art,Modern Art,Contemporary Art,British Art;27;Education;Hobby,Lifestyle_(sociology);PT5M44S;344;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/aCYsx8_KVy4/maxresdefault.jpg;;;;;22498;645;;0;26
32;Tate;yLia4joNEX4;2023-01-12T16:00:23Z;2023-01-12 16:00:23;The Story of Cezanne | Tate;In this film, we explore the life and work of a pivotal figure in modern art. From his early self-portraits, to his landscapes, Cezanne's artwork gave painting a new lease of life. The history of painting was never to be the same again. We look at Cezanne in the context of his time, exploring his life and the creative circle that surrounded him, as well as his groups of works that focus on particular themes, including his radical still lifes and studies of bathers. Cezanne's work has always strongly resonated with other artists, and this legacy continues into the present day. See The EY Exhibition: Cezanne at Tate Modern, 5 October 2022 – 12 March 2023 Book now: https://www.tate.org.uk/whats-on/tate-modern/ey-exhibition-cezanne Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Tate Modern,Tate Britain,Art,Modern Art,Contemporary Art,Paul Cezanne,Cezanne,French painter,Painting,Art history,Impressionism,Impressionist,French art,apple paintings,The Bathers,still life,still life painting;27;Education;Knowledge;PT5M51S;351;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/yLia4joNEX4/maxresdefault.jpg;;;;;61011;1980;;0;37
33;Tate;Xrxx3tpEuco;2023-01-06T13:55:39Z;2023-01-06 13:55:39;Step inside Magdalena Abakanowicz's forest of woven sculptures | Tate;In the 1960s, Polish artist Magdalena Abakanowicz began making large-scale woven sculptures that defied all categorisation. They seemed like coats or cocoons that tempted you to crawl inside, or hairy living creatures suspended from the gallery ceiling. The critics did not know what to make of them and called them 'Abakans' - perhaps the only example of an art form named after their artist. In this film, curator Ann Coxon leads us through a 'forest' of these towering Abakans, exploring how Abakanowicz pioneered a whole new form of installation art. Magdalena Abakanowicz: Every Tangle of Thread and Rope is at Tate Modern until 21 May 2023. Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Tate Modern,Tate Britain,Tate Liverpool,Tate St Ives,Art,Modern Art,Contemporary Art,British Art;27;Education;Hobby,Lifestyle_(sociology);PT8M24S;504;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/Xrxx3tpEuco/maxresdefault.jpg;;;;;333122;7958;;0;215
34;Tate;cPpwH0FcK50;2022-12-21T06:30:10Z;2022-12-21 06:30:10;Art in Focus | Glenn Ligon's Condition Report | Tate;"Listen to John Hughes, Visitor Engagement Assistant at Tate Liverpool, share his personal response to the work ‘Condition Report’ by American conceptual artist Glenn Ligon. About the artwork, John says: ""Lately, I’ve had some unexpected conversations. They start out as guided tours – where I do all the talking – but then something happens. People start to chat amongst themselves. That’s often the case with ‘Condition Report’ by Glenn Ligon. When talked about, this work provokes further reaction and discussion. The work is based on signs carried by Black sanitation workers who were on strike in Memphis in 1968. Ligon shows twice the workers’ slogan ‘I AM A MAN’ along with some scribbly handwritten notes. Art and history, then, according to Ligon, are subject to changing conditions. Art and history are far from static or fixed. Art and history can be re-thought as time goes by. Thanks to Ligon, I’m conducting my guided tours in a new way. His artwork is allowing me to start open discussions on a range of related issues and this work is teaching me to listen. It’s teaching me to be like the artwork itself, open to change and open to various, unexpected reactions."" This film has been created as part of the Terra Foundation For American Art Series: New Perspectives. Subscribe for weekly films: http://goo.gl/X1ZnEl";Tate,Tate Modern,Tate Britain,Tate St Ives,audio description;27;Education;Knowledge;PT6M44S;404;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/cPpwH0FcK50/maxresdefault.jpg;;;;;8197;232;;0;19
35;Tate;OYjmunYpPXA;2022-12-16T08:30:03Z;2022-12-16 08:30:03;Ask the Artist | Questions for Lynette Yiadom-Boakye | Tate;Artist Lynette Yiadom-Boakye responds to questions from visitors to her 2022 exhibition at Tate Britain. How does she know when an artwork is finished? What music does she listen to while painting? And has her Ghanaian heritage influenced her work? Lynette Yiadom-Boakye is a British artist and writer acclaimed for her enigmatic portraits of fictitious people. Both familiar and mysterious, they invite viewers to project their own interpretations, and raise important questions of identity and representation. See her exhibition at Tate Britain 24 November 2022 – 26 February 2023 https://www.tate.org.uk/whats-on/tate-britain/lynette-yiadom-boakye Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Tate Modern,Tate Britain,Tate Liverpool,Tate St Ives,Art,Modern Art,Contemporary Art,British Art,painting,figurative painting,Q&A artist,British artist;27;Education;Hobby,Lifestyle_(sociology);PT6M15S;375;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/OYjmunYpPXA/maxresdefault.jpg;;;;;28136;621;;0;17
36;Tate;I8xDx-9WZC0;2022-12-09T07:30:32Z;2022-12-09 07:30:32;A walk through Istanbul with artist Hera Büyüktaşcıyan – 'What this ground remembers' | Tate;"Artist Hera Büyüktaşçıyan takes us on a tour of Istanbul, the city where she lives and works. Ever since a child, walking has been a way for her to better understand this complex city, which she describes as a ""living organism"". In this film, we join Büyüktaşçıyan on her daily commute from the island of Heybeliada. Arriving in the city, she explores the old district of Fatih, encountering and observing paper collectors and carpet sellers, Byzantine churches converted into Ottoman mosques. In a visit to her studio, we see how the constant layering of histories, communities and acts of resistance in Istanbul – and in other cities like Toronto and Lahore – inspires her artwork, which ranges from forests of coiled carpets to stop-motion animation and drawing. Subscribe for weekly films: http://goo.gl/X1ZnEl";Tate,Tate Modern,Tate Britain,Tate Liverpool,Tate St Ives,Art,Modern Art,Contemporary Art,British Art;27;Education;Hobby,Lifestyle_(sociology);PT11M31S;691;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/I8xDx-9WZC0/maxresdefault.jpg;;;;;29466;1025;;0;23
37;Tate;JQfvdV3_GJ0;2022-12-05T08:00:05Z;2022-12-05 08:00:05;Cecilia Vicuña – 'Your Rage is Your Gold' | Tate;Cecilia Vicuña is a Chilean poet and artist. Since the late 1960s she has created poems, paintings, sculpture, and film to explore and create alternative systems of knowledge that respect the Indigenous traditions that are a part of her heritage, while finding new ways to form connections with others. In this film, she talks about her exploration of the quipu, an ancient South American recording and communication system made from knotted threads. As well as the collaboration within her work and our collective responsibility to change destructiveness, injustices and harm. See Hyundai Commission: Cecilia Vicuña: Brain Forest Quipu at Tate Modern 11 October 2022 – 16 April 2023 https://www.tate.org.uk/whats-on/tate-modern/cecilia-vicuña Subscribe for weekly films: http://goo.gl/X1ZnEl Thumbnail image: Beach Ritual, 2017 performance, documenta 14, Athens, Greece. Courtesy the artist and Lehmann Maupin, New York, Hong Kong, Seoul and London. Photo: Mathias Völzke;Tate,Tate Modern,Tate Britain,Tate Liverpool,Tate St Ives,Art,Modern Art,Contemporary Art,British Art,Turbine Hall,Hyundai Commission,Chilean artist,Quipu,Artist activist,Activist art,art activism,environmental art;27;Education;Entertainment;PT7M22S;442;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/JQfvdV3_GJ0/maxresdefault.jpg;;;;;22870;591;;0;24
38;Tate;Xi7qYuQ1SU0;2022-11-04T09:09:32Z;2022-11-04 09:09:32;Art in Focus | Everything Else Has Failed! Don't You Think It's Time For Love? Sharon Hayes | Tate;Watch an in-depth visual description of this work by multimedia artist Sharon Hayes. Five loudspeakers stand facing five posters, reciting letters to unnamed lovers. The letters are highly emotional and intimate fraught with despair desire and longing. She speaks about her sense of helplessness during the unfolding invasion and occupation of Iraq and Afghanistan, the trauma and dislocation of living in a moment of war as a U.S. citizen and feeling dislocated from her daily life. The letters do not specify the sexuality of the writer or their lover. For the performances, however, Hayes has said that she ‘butched myself up even more than usual because I didn’t want the love to be read as heteronormative.’ This audio description was written and recorded by Chris Timms, Retail Assistant at Tate. This film has been created as part of the Terra Foundation For American Art Series: New Perspectives. Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Tate Modern,Art,Modern Art,Contemporary Art,queer art,visual description,audio description,sharon hayes;27;Education;Knowledge;PT7M11S;431;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/Xi7qYuQ1SU0/maxresdefault.jpg;;;;;9349;289;;0;4
39;Tate;i_dN-ECNjnw;2022-10-18T08:02:55Z;2022-10-18 08:02:55;Veronica Ryan – 'I'm interested in contradiction and paradox' | Turner Prize Winner 2022 | Tate;Seeds, fruit, vegetable trays, volcanic ash, teabags, dried flowers and cushions. These are just some of the objects that British artist Veronica Ryan uses in her colourful sculptural works, based on organic forms but which allude to complex historical networks of commercial exchange. In this film, Veronica Ryan takes us inside the fabrication studio at Bristol's Spike Island where a lot of her artworks are made. She also takes us shopping down Ridley Road Market in East London, just round the corner from her public sculptures honouring the Windrush Generation. Veronica Ryan is the winner of the Turner Prize 2022. Find out more about the Prize and the exhibition at Tate Liverpool: https://www.tate.org.uk/whats-on/tate-liverpool/turner-prize-2022 Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Tate Modern,Tate Britain,Tate Liverpool,Tate St Ives,Art,Modern Art,Contemporary Art,British Art;27;Education;Hobby,Lifestyle_(sociology);PT6M13S;373;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/i_dN-ECNjnw/maxresdefault.jpg;;;;;27596;704;;0;23
40;Tate;g_vvZHK3ykE;2022-10-14T06:14:21Z;2022-10-14 06:14:21;Sin Wai Kin – 'I want people to exist in my world' | Turner Prize Nominee 2022 | Tate;Explore the universe of artist Sin Wai Kin, populated by a cast of characters who challenge binary ways of thinking. Sin’s practice pivots around the use of speculative fiction within performance, moving image, writing and print, to question the idealised image and the collective gaze. Identifying as mixed race and non-binary, their work creates fantasy narratives, to interrupt normative processes around issues of desire, identification, and objectification. Sin’s use of performance and particularly drag began as a means of deconstructing and challenging misogyny and racism in and outside of the queer community. Sin Wai Kin is nominated for the Turner Prize 2022. Find out more about the Prize and the exhibition at Tate Liverpool: https://www.tate.org.uk/whats-on/tate-liverpool/turner-prize-2022 Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Tate Modern,Tate Britain,Tate Liverpool,Tate St Ives,Art,Modern Art,Contemporary Art,British Art;27;Education;Hobby,Lifestyle_(sociology);PT6M13S;373;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/g_vvZHK3ykE/maxresdefault.jpg;;;;;31297;912;;0;49
41;Tate;Fwavug2ea94;2022-09-23T04:30:02Z;2022-09-23 04:30:02;Enter the labyrinth of artist Lee Mingwei | Tate;Two dancers wearing sarongs with bells on their ankles move slowly across Tate Modern's Turbine Hall. They are brushing grains of rice into patterns. They are creating a winding labyrinth-like path. The dancers are performers in Lee Mingwei's Our Labyrinth, an artwork that brings a sense of ritual into the museum. It was inspired by Lee's experience of visiting ancient temples in Myanmar, where paths leading to temples are swept by volunteers. In this film we meet the artist and introduce his beautiful, participatory works. Lee creates installations exploring issues such as trust, intimacy, and self-awareness. He often takes everyday interactions as his starting point, from eating and sleeping to walking and conversation. Read more about the artwork here: https://www.tate.org.uk/art/artworks/mingwei-our-labyrinth-t15700/encountering-lee-mingweis-our-labyrinth Our Labyrinth was presented in the Turbine Hall at Tate Modern 26 May – 15 June 2022. It was performed by Ben Ajose-Cutting, Iris Athanasiadi, Rosalie Bell, Yen-Ching Lin, Liu I-Ling, Jean-Gabriel Manolis, Thomas McKeon, Aya Sone, Olivia Thynne, and Wu Cheng-Lung. Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate Modern,Tate Britain,contemporary art,performance art,lee mingwei;27;Education;Hobby,Lifestyle_(sociology);PT5M1S;301;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/Fwavug2ea94/maxresdefault.jpg;;;;;380975;6156;;0;157
42;Tate;YG1ohB7DNxY;2022-09-02T07:00:09Z;2022-09-02 07:00:09;How to Paint Flowers Like a Pre-Raphaelite | Tate;Join artist Glory Samjolly on a step-by-step guide to painting a flower in the style of a Pre-Raphaelite. This tutorial includes modern day tips and tricks to help you through! You will need: - A canvas - A palette - Dammar varnish - A primer brush - Primer - A sponge - A selection of oil paints - A blending brush - A set of thin sable brushes - A pencil - Turpentine - Some flowers See the work of the Pre-Raphaelite artists in The Rossettis exhibition at Tate Britain, 6 April – 24 September 2023: https://www.tate.org.uk/whats-on/tate-britain/the-rossettis Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Tate Modern,Tate Britain,Tate Liverpool,Tate St Ives,Art,Modern Art,Contemporary Art,British Art;27;Education;Hobby,Lifestyle_(sociology);PT9M25S;565;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/YG1ohB7DNxY/maxresdefault.jpg;;;;;21860;731;;0;41
43;Tate;Woo3pr4-VQE;2022-08-25T07:00:09Z;2022-08-25 07:00:09;The Story of Paula Rego’s Painting ‘The Dance’ | Tate;Discover the story behind Paula Rego's painting 'The Dance'. We hear from Paintings Conservator, Camille Polkownik about Rego's process and the artist's son shares his experience of posing for the painting. Subscribe for weekly films: http://goo.gl/X1ZnEl;Tate,Tate Modern,Tate Britain,Tate Liverpool,Tate St Ives,Art,Modern Art,Contemporary Art,British Art;27;Education;Hobby,Lifestyle_(sociology);PT3M39S;219;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/Woo3pr4-VQE/maxresdefault.jpg;;;;;23425;1088;;0;33
